gene_name,1cell_A.x,1cell_B.x,2cell_A.x,2cell_B.x,1cell_A.y,1cell_B.y,2cell_B.y,2cell_A.y
C06B8.7,54,111,66,24,7,26,1,1
rpl-38,289,223,370,202,30,21,1,2
C06C3.10,1,0,1,0,1,1,1,1
mel-11,532,979,373,139,53,86,17,26
srh-48,0,2,0,4,1,1,1,1
C06C3.7,1,6,0,2,1,1,1,1
C06E1.1,41,46,39,33,3,2,1,1
rha-2,474,397,260,125,64,50,6,16
C06E1.11,7,32,12,4,1,2,1,1
doxa-1,2,0,0,0,1,1,1,1
C06E1.9,439,621,350,203,46,43,31,25
C06E2.1,0,0,0,1,1,1,1,1
C06E2.5,220,356,208,76,4,2,6,4
C06E2.9,2,4,4,0,1,1,1,1
C06E4.3,0,5,0,0,1,1,1,1
sams-3,1303,1187,760,319,39,53,5,5
C06E7.2,0,5,1,0,1,1,1,1
sams-4,1177,1745,873,263,51,45,31,24
C06E7.4,69,134,147,38,11,13,7,8
prk-1,126,239,139,46,11,17,12,4
ain-1,367,369,186,104,49,64,6,11
cogc-2,1402,1564,721,360,55,117,7,9
tin-9.1,234,115,184,121,13,9,1,3
nhr-105,138,134,124,46,6,8,8,5
klp-18,978,2579,1005,330,129,122,58,62
C06G3.5,126,112,117,49,10,7,1,2
C06G3.6,240,534,224,44,20,24,45,44
trxr-1,364,334,202,174,70,111,14,18
C06G3.8,519,1478,676,149,39,24,38,38
ufl-1,355,223,110,83,29,57,1,5
C06G4.1,1300,1275,801,367,97,89,8,10
clp-1,1118,1811,754,280,78,95,17,23
C06G4.4,0,5,3,0,1,1,1,1
npr-17,1,5,17,0,1,1,2,4
C06G4.6,0,1,0,0,1,1,1,1
zipt-2.1,1,7,2,0,1,3,1,2
atp-5,4802,7783,3135,1333,128,171,9,9
C06H2.2,282,268,180,179,16,26,2,3
jmjd-5,554,860,462,215,33,36,38,27
folt-1,40,38,18,18,1,6,1,1
lmtr-3,665,1057,600,235,19,21,23,11
C06H2.7,808,4838,1007,208,64,58,68,41
C06H5.6,16,16,11,4,1,1,1,1
dcar-1,25,2,6,3,1,1,1,1
C06H5.8,4,8,0,0,2,1,1,1
ham-2,6,0,0,0,1,1,1,1
nhr-35,72,72,129,45,9,4,1,1
pdi-2,2751,10725,3961,892,151,178,102,167
spr-3,572,1182,444,118,72,75,60,66
C07A12.7,168,251,134,36,7,2,8,6
tiar-3,0,1,0,0,1,1,1,1
ncx-7,1,1,0,0,1,1,1,1
C07A9.12,0,1,0,2,1,1,1,1
bud-31,1251,1953,1037,386,48,58,62,49
tlk-1,1600,3265,1110,414,251,305,112,145
set-3,719,633,524,223,38,38,3,13
best-5,2,0,0,0,1,1,1,1
C07A9.9,81,137,39,52,9,11,1,3
nuc-1,0,14,20,8,1,1,1,1
C07D10.1,1,3,0,1,1,1,1,1
bath-44,464,864,456,112,67,72,6,11
C07D10.5,93,95,111,30,9,16,7,4
C07D8.6,4961,7466,4254,1413,214,226,45,72
C07E3.10,1,0,0,0,1,1,1,1
stip-1,568,1837,745,201,86,60,82,81
pro-2,1420,1099,874,492,59,60,27,33
C07E3.3,3,0,0,0,1,1,1,1
ceh-58,571,811,307,112,25,14,30,36
C07E3.9,43,31,3,8,5,1,1,1
tol-1,1629,2309,1308,373,138,159,103,130
C07F11.2,6,14,0,0,1,1,1,1
svh-1,1,0,11,0,1,1,1,1
pct-1,985,2246,940,177,92,103,129,98
wsp-1,466,590,316,212,57,61,4,28
hgrs-1,1304,2144,893,382,153,129,19,28
glrx-22,463,569,446,250,25,42,18,30
cpg-1,35877,28511,13439,9337,1613,1869,18,458
atf-7,1809,2354,806,368,180,181,2,26
cct-5,3422,3768,2303,1049,171,327,1,16
C07G2.5,7,5,2,0,2,4,1,1
C07G3.10,0,1,0,0,1,1,1,1
irg-1,24,11,9,0,1,1,1,1
str-227,0,3,0,0,1,1,1,1
str-225,1,0,1,0,2,1,1,1
ugt-64,621,1020,402,159,27,42,17,23
C07H4.1,2,1,0,0,1,1,1,1
clh-5,1240,1612,870,328,80,93,10,23
lig-4,270,388,146,58,15,12,12,12
cls-1,47,41,31,15,1,1,1,1
C07H6.4,1924,2372,958,718,107,109,48,47
cgh-1,4266,6174,3438,1333,454,593,10,42
clk-2,578,454,219,147,39,76,1,3
lin-39,29,38,25,8,6,4,1,3
cux-7,700,1444,426,271,44,39,37,29
C07H6.9,19,11,16,6,2,1,1,1
sod-3,0,9,0,0,1,1,1,1
C08A9.3,2,0,0,0,1,1,1,1
lido-1,227,510,238,57,16,16,39,22
lido-2,1,14,6,1,1,1,1,1
lido-4,0,4,0,0,1,1,1,1
zyg-11,4001,7654,3199,972,483,551,22,37
hda-2,1191,1015,805,362,68,75,25,23
swsn-7,1217,4745,1333,420,392,329,316,341
nrf-6,21,20,9,0,4,3,1,3
sap-49,652,2541,1031,179,126,80,139,134
arp-6,814,1592,839,353,60,60,82,55
ubh-4,1747,1541,1037,586,65,74,3,6
algn-6,1198,2315,860,338,42,37,9,6
C08B11.9,187,299,196,116,14,13,11,5
wdr-20,1878,3685,1380,457,114,106,74,30
C08B6.8,1169,1086,777,396,39,37,8,15
aos-1,1141,3608,1412,304,138,144,184,154
bath-15,374,486,430,120,21,14,29,39
mab-5,0,1,0,0,1,1,1,1
cyk-7,1705,2059,1416,571,44,47,1,11
tmd-2,0,3,0,0,1,1,1,1
C08D8.7,15,6,8,11,1,3,1,1
fbxa-164,1,0,0,0,1,1,1,1
fbxa-166,1,3,1,3,1,1,1,1
fbxb-13,1,1,0,0,1,1,1,1
C08F1.6,4,0,0,0,3,1,1,1
C08F8.15,1,0,0,0,1,1,1,1
pfd-1,874,1070,753,440,41,38,4,4
C08F8.2,684,1516,695,224,98,63,39,46
C08F8.3,2356,4640,1916,484,70,73,129,144
mboa-4,9,2,8,3,1,4,1,1
rap-3,3,1,1,0,1,1,1,1
C08F8.9,132,101,131,64,7,5,2,1
snt-6,3,1,0,0,1,1,1,1
C08G5.6,0,2,0,0,1,1,1,1
C08G9.1,4,0,0,0,1,1,1,1
C08G9.2,21,33,13,6,4,1,3,2
C08H9.15,1,0,2,1,1,1,1,1
C08H9.16,768,377,493,325,53,36,3,4
vgln-1,5320,7603,3401,1346,523,788,5,84
algn-8,384,796,331,128,32,30,45,41
ser-7,2,0,0,0,1,1,1,1
C09B7.2,179,195,141,87,7,4,3,2
C09B8.4,41,62,14,16,1,6,2,4
C09B8.5,109,367,157,66,10,15,36,20
hsp-25,28,11,3,2,2,1,1,1
pak-1,341,728,290,84,67,32,51,33
unc-89,0,0,1,0,4,3,1,1
C09D4.1,8,25,6,2,2,1,1,1
C09D4.2,16,17,13,10,1,2,1,1
C09D4.3,0,6,11,1,1,2,1,1
C09D4.4,1069,2532,956,330,114,162,66,43
rpl-19,726,480,681,310,11,18,1,3
C09D4.9,4,0,0,1,1,1,1,1
ptp-3,710,1691,532,169,75,105,12,31
pqn-10,0,1,3,0,1,1,1,1
C09E7.4,324,588,309,110,27,23,30,32
C09E7.7,544,1406,657,160,106,92,101,118
C09E7.8,394,1066,377,109,73,58,61,61
C09E8.1,137,202,98,40,4,10,7,2
lips-7,5,0,0,0,1,1,1,1
mlt-10,163,141,57,52,5,8,1,2
C09E9.1,235,365,218,103,18,29,13,16
C09F5.1,225,259,180,107,10,19,1,4
orai-1,997,1314,682,250,19,36,12,19
C09F5.3,0,2,2,0,1,1,1,1
C09F9.2,8,4,11,2,2,3,1,2
glna-1,0,1,0,0,1,1,1,1
C09G1.2,0,4,0,0,1,1,1,1
C09G1.3,0,3,1,0,1,1,1,1
C09G1.4,38,51,10,10,3,7,3,2
C09G1.5,5,2,2,2,2,2,1,1
C09G12.17,0,0,2,0,1,1,1,1
ced-10,26,40,13,23,12,15,48,39
tsg-101,86,107,101,50,54,69,4,5
hyl-1,1231,1168,883,391,76,95,6,6
pkg-2,23,34,11,0,1,2,1,1
cks-1,1355,2056,1086,406,59,60,79,74
C09G4.4,372,516,377,141,10,11,2,4
mes-6,699,2122,539,108,49,35,44,40
ggr-1,0,0,1,0,1,1,1,1
C09G5.14,32,154,84,29,4,1,1,4
dph-2,428,399,201,124,43,35,1,6
col-39,0,1,0,0,1,1,1,1
C09G5.7,54,160,46,10,2,6,7,2
mks-5,4,25,20,7,1,2,1,2
C09G9.1,1636,4632,1256,379,48,41,24,26
npp-23,930,2630,1065,306,61,57,68,89
C09G9.5,1,3,0,0,1,1,3,1
oma-1,5334,5738,3664,1316,226,289,9,37
C09G9.8,1,0,0,0,1,1,1,1
nbs-1,235,377,243,86,21,17,8,11
rpl-36.A,483,352,572,385,15,14,3,1
nuo-1,2894,3807,1879,809,91,130,4,17
C09H10.4,1,5,0,0,1,1,1,1
C09H10.5,174,356,301,80,37,36,3,2
nasp-1,2797,4233,2021,837,223,174,139,128
apc-17,22,80,51,23,39,42,47,51
C09H10.9,0,0,1,0,1,1,1,1
spr-4,646,1860,776,201,171,132,121,127
lin-10,215,503,210,57,31,33,15,24
mau-2,722,1402,575,168,61,62,57,56
C10A4.1,17,48,15,10,3,1,2,3
gad-2,0,0,0,2,1,1,1,1
C10A4.7,2,2,0,3,1,1,1,1
C10B5.1,148,141,144,56,14,11,2,6
pezo-1,255,1037,296,56,90,83,55,61
daf-15,2275,4100,1647,753,364,352,69,85
kin-4,930,2522,1129,354,258,252,101,82
npr-3,6,2,8,0,1,2,1,1
C10C6.3,3,0,0,0,1,1,1,1
wht-2,2512,4452,1762,828,56,111,4,9
catp-8,3336,3493,2270,969,241,317,31,42
C10C6.7,36,61,7,8,2,2,1,5
C10E2.2,15,15,12,1,1,2,1,1
hda-4,118,212,92,50,23,34,2,3
C10E2.4,1,10,9,2,2,1,2,3
C10E2.5,9,4,0,0,1,1,1,1
mct-6,252,1365,410,84,22,39,53,45
cpg-4,2945,3599,1502,788,187,204,4,23
acy-2,0,0,1,0,1,1,1,1
mcp-1,61,39,49,19,4,3,1,2
pcm-1,519,1009,485,196,12,15,5,4
srh-49,2,0,0,0,1,1,1,1
pnk-1,907,1415,757,169,75,84,154,120
C10G11.6,29,54,30,7,43,36,9,12
chdp-1,2241,10270,2115,182,198,203,543,368
egal-1,70,217,88,19,3,12,8,3
ncx-2,0,3,0,0,2,1,1,1
C10G8.8,0,5,0,3,1,1,1,1
viln-1,1679,2793,1014,448,92,113,20,36
kca-1,536,319,299,207,20,49,17,43
ugt-25,0,0,4,0,1,1,1,1
ugt-28,269,319,202,99,23,13,6,3
mlst-8,49,95,29,31,45,22,46,34
let-502,587,1257,511,145,145,148,111,88
C11D2.3,12,10,8,0,2,1,1,1
C11D2.4,891,1660,838,296,44,48,56,71
unc-77,8,0,6,0,1,2,1,1
C11D2.7,359,495,443,151,12,21,14,14
tiam-1,12,50,23,5,2,5,2,1
C11E4.6,1,5,0,2,1,1,1,1
taf-3,397,657,248,89,55,38,58,76
nhr-28,96,172,82,34,6,3,7,5
C11H1.2,85,181,143,32,9,9,4,5
C11H1.3,380,453,323,101,30,33,1,2
prx-1,0,13,4,2,1,1,1,2
C11H1.7,12,18,10,0,1,3,1,1
C11H1.9,5,11,1,3,1,1,3,1
hsp-70,0,6,2,1,1,1,1,1
lin-41,1187,2673,409,197,260,461,4,34
sox-4,4,11,1,5,1,1,1,2
nhr-152,0,1,0,2,1,1,1,1
cyp-33A1,18,13,32,4,1,1,1,1
nhr-94,4,7,0,1,1,1,1,1
akt-1,1105,4938,1495,251,203,162,274,246
rop-1,1451,1185,1025,519,65,92,4,16
fubl-1,1653,2222,819,397,93,118,1,19
C13A10.1,14,1,3,0,2,1,1,1
C13A10.2,10,22,12,1,1,1,3,1
C13A2.3,6,0,0,0,1,1,1,1
C13B4.1,827,1039,632,214,86,73,9,27
usp-14,2816,8560,3217,840,285,226,418,394
C13B9.2,51,99,66,14,11,19,10,10
copd-1,1739,2021,1190,469,81,92,6,9
pdfr-1,8,22,1,1,3,1,1,1
cal-1,2,0,0,0,1,1,1,1
C13C12.2,1,4,0,0,1,1,1,1
nhr-153,0,0,6,1,1,1,1,1
nhr-154,175,193,142,49,3,6,5,9
C13C4.4,121,91,106,35,2,4,1,4
spin-1,1,6,1,2,2,3,4,1
ncx-8,9,12,19,0,1,2,1,1
C13E3.1,2,2,0,0,1,2,1,1
C13F10.1,1,4,2,0,1,1,1,1
kxd-1,314,184,248,183,18,24,2,5
soap-1,726,2557,803,243,285,210,137,155
C13F10.5,287,435,260,147,29,13,7,6
C13F10.6,900,941,796,309,58,65,21,22
C13F10.7,1547,834,840,635,53,49,36,30
hot-6,1,0,0,0,1,1,1,1
pptr-2,1738,2533,1103,406,83,105,8,18
ceh-16,20,14,8,7,3,2,1,1
C13G5.2,1450,914,939,600,44,66,5,9
cgef-1,194,661,197,51,20,17,28,21
ssr-2,1,15,0,0,1,1,1,1
C14A11.9,263,267,211,74,15,10,1,3
dohh-1,343,236,206,120,8,15,1,2
taf-13,976,1077,619,338,40,30,15,22
ccm-3,983,3671,818,185,55,47,45,46
C14A4.12,22,6,2,1,1,1,1,1
mrps-22,848,472,248,260,30,40,1,5
srv-2,0,4,4,0,1,1,1,1
dap-3,334,309,249,84,45,21,1,3
algn-9,1063,954,805,298,71,112,12,8
crn-3,1696,2526,1367,618,175,178,55,89
crn-5,533,676,448,192,6,17,4,5
C14A4.6,0,3,0,0,1,1,1,1
C14A4.7,0,4,0,0,1,1,1,1
pdi-1,7723,6836,5262,2421,242,390,46,91
alkb-8,211,188,157,58,53,46,13,19
C14B1.12,749,833,489,327,9,15,2,1
C14B1.2,2340,1445,1148,825,91,75,3,6
C14B1.3,122,266,121,21,10,12,4,2
wdr-5.1,1988,2361,1652,340,119,103,198,138
dph-1,753,730,528,282,30,57,23,18
nrde-1,724,811,480,229,39,68,7,8
C14B1.8,862,1709,720,227,28,26,33,23
C14B1.9,3048,2178,1649,863,117,100,1,3
C14B4.2,23,81,16,6,4,7,10,10
hsp-12.2,5,0,0,0,1,1,1,1
C14B9.10,503,452,536,282,28,17,4,11
C14B9.2,317,1377,233,99,20,31,20,38
C14B9.3,0,0,5,3,1,1,1,2
plk-1,4018,14794,3807,1000,272,214,152,161
gei-8,451,1445,417,96,168,122,118,85
rpl-21,826,555,782,411,46,62,1,4
C14B9.8,592,932,251,150,93,90,17,19
C14C10.2,176,179,133,42,11,10,1,3
ril-2,1209,1114,834,409,105,113,1,10
mma-1,480,428,175,104,54,65,1,5
C14C10.5,1407,5709,1693,466,491,433,379,457
erg-28,213,209,192,142,17,20,11,19
ttr-43,1,1,3,0,1,1,1,1
C14C11.1,3,19,10,1,1,1,1,1
C14C11.2,323,629,216,53,14,20,23,21
hex-2,7,40,7,4,1,1,4,2
mut-14,636,844,427,253,37,43,16,25
C14C11.7,357,407,290,153,26,12,3,2
pqn-13,0,5,2,4,1,2,1,1
got-2.2,3067,4694,3396,897,87,102,50,36
lrch-1,45,71,35,9,3,4,1,1
dct-1,173,218,193,35,11,8,5,2
sfxn-2,123,189,166,36,8,3,5,2
sem-5,432,941,397,79,34,43,43,26
zipt-13,0,1,7,0,3,2,1,1
C14H10.2,63,166,45,26,17,10,10,7
C14H10.3,13,3,0,0,4,2,2,2
actl-1,136,276,109,24,4,4,11,4
cdf-1,259,466,165,61,21,24,16,17
C15B12.8,4,0,0,0,1,1,1,1
C15C6.1,17,34,6,0,2,1,1,1
C15C6.2,1,2,6,0,1,1,1,1
C15C6.3,94,200,128,96,82,65,33,51
C15C6.4,630,570,374,241,18,32,1,5
syx-6,148,260,162,52,8,8,24,12
gcc-1,150,233,100,47,21,16,19,9
C15C7.5,126,168,98,47,5,5,11,6
C15C7.6,1,0,1,0,1,1,1,1
C15C7.7,155,193,184,41,5,5,5,2
cky-1,0,0,1,0,1,1,1,1
C15C8.4,672,575,411,255,65,46,1,4
C15C8.5,0,3,0,0,1,1,1,1
C15C8.7,165,255,189,24,9,5,7,8
C15F1.1,0,1,0,0,1,1,1,1
C15F1.2,2,9,9,1,4,1,1,2
tra-2,1649,3937,1244,309,172,196,86,84
eif-2Bgamma,537,901,371,167,26,29,19,23
C15F1.5,64,138,39,27,2,5,3,1
art-1,1632,2372,1844,577,78,57,94,111
sod-1,2058,4753,2265,715,40,42,47,60
C15F1.8,0,3,0,2,1,3,1,1
C15H11.11,6,1,1,1,1,1,1,1
gnrr-2,118,58,56,42,1,1,1,1
nxf-1,46,294,86,37,78,61,144,131
dhs-22,3336,3357,2356,982,138,130,138,145
set-31,922,1824,672,227,34,26,17,35
nxf-2,1314,1738,960,408,39,34,3,3
pas-1,1727,3594,1845,585,123,122,27,27
rpoa-12,964,909,759,432,39,41,3,9
rrbs-1,714,646,470,213,30,40,8,9
C15H9.4,98,204,103,29,36,30,9,6
C15H9.5,91,165,69,20,17,18,2,9
hsp-3,3192,8507,3162,1058,280,318,233,287
C15H9.9,0,1,3,0,1,1,1,1
C16A11.10,76,91,30,10,4,14,1,1
gpa-11,1,0,0,3,1,2,1,1
C16A11.2,469,1204,466,184,46,47,51,28
C16A11.3,5,11,1,9,3,1,1,1
C16A11.4,976,1517,778,304,28,43,26,16
C16A11.5,12,31,9,11,1,1,3,3
fbxc-44,932,1083,772,329,72,85,28,42
C16A11.7,0,10,0,0,1,1,1,1
fbxc-43,1,2,0,0,1,1,1,1
oatr-1,779,635,447,246,29,30,5,11
smrc-1,249,524,305,99,23,21,25,28
C16A3.2,294,421,128,76,7,10,1,1
let-716,2276,1579,800,510,170,176,10,48
C16A3.4,1560,1235,1013,493,41,43,4,5
C16A3.5,1401,2077,1486,683,18,45,9,8
C16A3.6,339,335,135,99,7,9,2,1
nfx-1,2954,1864,1241,857,143,189,2,16
thoc-2,2266,2836,1136,744,269,228,145,176
rps-13,877,1071,629,319,6,16,1,1
lin-18,0,9,5,3,1,1,1,1
C16B8.2,3,3,1,3,1,1,1,1
C16B8.4,24,29,11,1,5,1,2,4
C16C10.1,416,321,166,83,26,33,2,2
glod-4,558,1211,742,177,49,41,72,54
har-1,1305,1281,1059,452,74,66,7,29
wht-3,2,5,8,0,1,1,1,1
C16C10.13,1,1,0,0,1,1,1,1
C16C10.2,756,882,553,345,47,47,7,6
hrde-1,3962,5297,3185,1405,621,911,12,113
C16C10.4,2089,1531,1483,714,82,102,59,64
rnf-121,759,733,498,237,45,42,3,5
ccdc-55,843,1340,682,335,55,64,40,45
rnf-5,1015,1080,778,334,39,44,10,11
C16C10.8,204,142,107,69,17,12,1,2
C16C10.9,0,1,0,0,1,1,1,1
ceh-5,4,2,0,0,1,1,1,1
eat-16,71,186,149,31,7,4,8,12
ocrl-1,468,497,289,106,43,40,21,15
C16C2.4,1381,2101,1153,353,166,113,201,172
math-6,0,0,0,3,1,1,1,1
math-9,2,4,0,0,1,1,1,1
C16C4.18,0,0,5,1,1,2,1,1
math-15,2,6,0,0,1,1,1,1
fbxb-98,0,6,0,0,1,1,1,1
C16C8.11,305,413,246,129,10,18,7,10
C16C8.12,162,245,139,62,6,10,1,2
C16C8.13,2,2,0,1,1,1,1,1
C16C8.14,108,146,77,51,5,11,1,2
C16C8.16,455,517,399,125,27,15,27,31
C16C8.17,0,2,0,0,1,1,1,1
C16C8.20,70,104,46,19,4,6,2,3
C16C8.4,714,405,430,240,27,31,6,4
C16C8.5,545,1214,413,169,10,11,11,19
C16D2.1,1,0,0,0,1,1,1,1
npr-4,5,7,3,0,1,1,2,1
C16D9.1,0,1,0,0,2,1,1,1
rol-3,0,0,0,1,1,1,1,1
C16D9.6,94,214,101,28,3,8,7,9
C16E9.2,626,1137,384,133,33,24,5,3
C16H3.3,171,120,69,19,4,6,3,8
C17A2.7,0,1,0,0,1,1,1,1
fbxa-65,202,312,164,37,6,8,10,13
acdh-2,0,4,0,0,3,1,1,1
C17C3.15,0,6,0,0,1,1,1,1
C17C3.1,249,280,226,111,13,11,1,4
dhhc-7,474,675,308,94,25,41,1,3
spe-9,0,0,0,2,1,1,1,1
C17D12.7,258,487,170,99,104,98,85,73
C17E4.10,798,1630,791,249,70,74,7,6
C17E4.11,232,252,181,98,6,8,1,1
C17E4.1,0,7,0,0,1,1,1,1
C17E4.2,44,23,16,11,4,2,1,1
C17E4.20,509,624,406,119,17,29,41,30
marc-3,3820,4337,2541,1247,159,143,16,26
C17E4.4,155,209,116,74,7,8,3,1
pabp-2,1435,3313,1334,430,108,75,53,73
C17E4.6,599,2185,579,146,108,90,87,62
nkb-1,129,202,101,49,54,83,2,5
nhr-156,5,13,3,0,1,1,1,1
C17E7.12,460,518,399,237,32,37,31,26
C17E7.13,0,2,0,0,2,2,1,1
sre-9,9,33,17,2,1,1,2,6
C17E7.4,1929,5628,2345,685,125,128,305,217
nhr-158,7,6,5,0,1,1,1,1
C17E7.9,743,2319,944,248,26,27,60,49
C17F4.2,2,3,7,3,1,1,1,1
C17F4.3,14,0,0,0,1,1,1,1
fbxc-50,1972,2318,1297,720,44,54,5,10
gcy-19,3,25,6,4,1,1,1,1
C17F4.7,0,0,3,0,1,1,1,1
C17F4.8,91,49,70,40,3,6,7,4
ugt-23,0,2,0,0,1,1,1,1
nra-3,347,1610,492,95,66,32,25,34
C17G1.5,5,1,9,2,1,2,1,1
cysl-1,4,20,3,4,2,1,3,1
tsp-21,138,304,193,35,7,15,15,9
C17G10.1,1086,2694,1160,422,156,139,108,105
C17G10.13,832,906,542,270,43,56,1,2
ttc-4,1230,909,851,330,55,70,51,37
cdc-14,1609,1577,815,532,140,124,3,9
C17G10.6,1,0,1,0,2,1,1,1
dhs-6,661,1868,765,229,69,62,106,116
eif-3.L,841,3409,1075,194,106,84,181,133
C17H11.2,458,562,342,82,29,40,2,5
C17H11.4,0,0,1,0,1,1,1,1
C17H11.6,44,237,60,11,14,20,5,2
dyci-1,495,1696,513,135,121,120,176,132
C17H12.11,0,0,0,1,1,1,1,1
anat-1,1818,2882,1568,454,91,62,49,48
vha-8,1484,3292,1204,356,87,94,25,22
C17H12.2,193,154,101,72,99,158,11,14
C18A11.4,1,0,0,0,1,1,1,1
xol-1,7,23,2,0,2,4,2,2
dim-1,87,77,49,11,12,7,1,1
damt-1,498,474,459,160,18,26,27,12
C18A3.10,1,0,0,0,1,1,1,1
zipt-3,304,939,439,105,43,33,30,26
C18A3.3,1021,848,492,303,46,53,2,12
osta-2,197,58,42,25,4,3,1,1
tiar-1,3299,3851,1731,667,154,172,4,16
rab-3,0,2,0,0,2,1,1,1
hlh-14,15,22,25,8,3,4,1,1
C18A3.9,3,24,6,4,1,2,1,1
C18B10.6,5,0,3,0,1,1,1,1
C18B12.4,621,1538,675,237,44,50,24,14
C18B12.6,324,387,166,48,7,11,5,5
C18B2.4,411,304,325,145,23,31,1,3
klc-2,495,536,294,110,31,30,5,6
cft-1,1,1,0,0,1,1,1,1
ugt-48,2,0,0,0,1,1,1,1
C18C4.7,78,151,70,37,14,15,16,13
glb-6,0,0,0,3,1,1,1,1
die-1,125,742,239,37,36,37,93,73
C18D1.2,0,1,0,1,1,1,1,1
stg-1,2,0,2,0,1,1,1,1
C18D11.1,10,13,8,0,2,1,1,2
C18D11.3,251,277,180,97,32,20,1,4
rsp-8,1572,5322,1251,355,117,89,235,198
fbxa-136,0,1,0,0,2,1,1,1
C18D4.6,6,8,15,1,1,1,1,1
C18E3.1,12,20,5,2,1,1,1,1
swsn-2.2,940,3696,1148,291,124,93,123,130
C18E3.3,196,310,212,50,20,27,12,11
snrp-40.2,377,756,429,81,26,28,29,25
cas-2,884,651,578,345,51,66,4,10
ppw-1,89,265,60,36,14,19,17,11
hop-1,863,1284,812,354,38,32,46,49
C18E3.9,1191,2308,1168,514,60,43,24,25
cal-2,0,2,0,0,1,1,1,1
sftd-3,714,875,539,255,36,37,9,7
ooc-5,1646,3026,1839,528,79,80,52,58
C18E9.2,2375,2118,1448,860,59,73,3,7
szy-20,489,1119,592,153,65,52,21,12
C18E9.4,730,629,552,342,30,31,12,11
C18E9.5,6,4,5,0,1,1,1,1
tomm-40,1269,1420,799,361,97,112,8,15
srg-1,0,1,0,0,1,1,1,1
C18F10.7,2161,4203,1883,783,155,172,28,31
sax-7,623,3643,799,210,415,398,384,317
nsy-7,279,305,238,78,9,10,26,23
C18G1.1,4,0,0,0,2,1,1,1
elt-7,10,11,3,0,1,1,3,3
pgl-3,827,691,201,188,45,85,5,12
hil-4,9482,13452,5761,3163,97,144,52,50
C18G1.6,0,0,0,3,3,1,1,1
C18G1.7,0,0,0,1,1,1,1,1
lido-18,1,0,0,32,1,1,1,1
C18H7.12,1,0,0,0,1,1,1,1
C18H9.3,238,394,139,107,206,175,139,143
rpy-1,0,1,3,0,1,1,1,1
fln-2,21,14,2,5,5,8,1,1
C23F12.4,73,194,55,30,1,4,1,1
C23G10.1,12,7,5,4,1,1,1,1
C23G10.2,345,484,404,210,17,23,11,10
rps-3,1818,1141,1535,812,36,59,1,10
rpn-2,3309,10713,3920,1312,377,381,335,338
C23G10.5,5,7,0,0,1,1,1,1
C23G10.7,1783,1356,1060,438,99,118,1,5
C23G10.8,1313,3559,1390,386,138,125,166,150
egl-26,263,797,335,65,24,31,23,28
C23H3.2,1,3,7,0,2,1,1,2
ascc-1,454,471,298,174,23,23,8,1
sptl-1,1128,1062,797,328,60,91,5,4
C23H3.5,649,725,453,170,49,58,31,29
tre-5,1,0,0,0,1,1,2,1
C23H4.6,3,4,4,0,1,1,2,2
C23H5.12,1,4,0,0,1,1,1,1
glb-7,2,0,0,0,2,1,1,1
C23H5.8,1,0,0,0,1,1,1,1
elf-1,124,122,100,40,7,7,1,2
C24A1.3,1,13,14,8,1,1,1,1
C24A11.1,1,2,1,0,1,1,1,1
frm-4,632,917,539,140,119,69,31,36
coq-1,351,354,150,65,24,28,3,4
C24A3.4,6,0,0,4,1,1,1,1
pqn-15,664,1204,366,309,107,111,56,32
cst-2,16,21,10,14,1,1,1,1
C24A8.6,0,0,1,0,1,1,1,1
C24B5.1,0,2,0,0,1,1,1,1
spas-1,2334,2148,1570,736,143,135,14,16
ptr-1,0,2,7,0,1,2,1,1
C24B5.4,0,1,0,0,1,1,1,1
C24B9.3,0,0,1,0,1,1,1,1
srt-27,0,0,0,1,1,1,1,1
C24D10.2,5,0,0,0,1,1,1,1
C24D10.4,1120,2545,1065,404,77,47,72,84
C24D10.5,299,746,279,86,3,9,10,15
C24D10.6,790,639,766,368,53,54,6,4
tram-1,1654,2866,1952,485,134,168,57,58
C24F3.2,579,982,457,139,17,8,11,17
nas-12,2,5,1,0,1,1,1,1
qns-1,1363,1909,1068,386,75,63,99,85
syp-2,929,819,756,339,36,53,1,3
C24G6.13,82,222,48,30,8,5,1,1
hir-1,30,23,22,8,2,3,1,3
mms-19,834,1453,709,264,76,79,36,31
nhr-47,175,216,121,48,6,6,3,2
hpo-15,2,0,3,4,1,2,1,4
grl-1,6,3,1,0,1,3,1,1
cox-16,966,778,650,362,29,41,7,5
C24H10.1,17,31,23,1,2,2,1,1
C24H10.2,419,349,271,117,17,17,1,3
C24H10.4,0,0,1,0,1,1,1,1
cal-5,74,78,60,22,3,3,1,1
tbx-38,1,0,0,0,1,1,1,1
srd-74,0,2,2,0,1,1,1,1
C24H11.5,59,96,45,29,2,8,3,2
immp-1,69,35,52,15,4,6,2,3
gbf-1,508,958,402,189,131,114,19,72
mdt-21,25,29,18,3,10,3,5,9
C24H12.1,7,1,2,2,1,1,1,1
C24H12.2,0,1,2,0,1,1,2,1
C24H12.4,346,253,201,112,11,15,1,1
dnsn-1,696,1207,646,200,35,32,56,56
C25A1.1,463,502,384,109,25,34,1,1
dao-5,2682,4392,2061,693,98,128,11,29
aha-1,340,611,358,89,46,26,53,42
lid-1,1124,3965,1059,326,58,50,147,103
mrpl-34,1138,806,724,404,35,28,21,23
C25A1.16,803,1124,672,343,17,27,1,1
